,open,high,low,close,volume
2015-03-20,96.9,97.96,96.53,97.09,3332.0
2015-03-23,97.095,97.095,96.84,97.02,1386.0
2015-03-24,97.135,97.22,96.875,96.92,1380.0
2015-03-25,97.02,97.03,96.76,96.85,1234.0
2015-03-26,96.835,96.89,96.37,96.37,1073.0
2015-03-27,96.3,96.51,95.98,96.49,1792.0
2015-03-30,96.065,96.4,96.0,96.16,1153.0
2015-03-31,95.8,95.9,95.565,95.65,2327.0
2015-04-01,95.66,96.095,95.655,96.095,673.0
2015-04-02,96.3,96.425,96.2,96.32,1011.0
2015-04-03,96.315,96.375,96.005,96.01,1099.0
2015-04-07,96.005,96.31,95.8,95.93,831.0
2015-04-08,96.0,96.1,95.13,95.16,2904.0
2015-04-09,95.3,95.4,95.195,95.265,1389.0
2015-04-10,95.35,95.415,95.17,95.19,1073.0
2015-04-13,95.18,95.68,95.18,95.63,1895.0
2015-04-14,95.7,96.0,95.53,95.57,1718.0
2015-04-15,95.9,96.285,95.775,96.15,2148.0
2015-04-16,96.735,96.735,95.86,96.18,1436.0
2015-04-17,96.19,96.5,96.05,96.3,1613.0
2015-04-20,97.1,97.275,96.67,97.25,3213.0
2015-04-21,97.295,97.95,97.26,97.39,4962.0
2015-04-22,97.4,97.615,97.31,97.42,2962.0
2015-04-23,97.365,97.455,96.945,97.34,2288.0
2015-04-24,97.22,97.255,96.82,97.03,2110.0
2015-04-27,97.08,97.85,97.08,97.76,3257.0
2015-04-28,97.6,97.84,97.58,97.74,1621.0
2015-04-29,97.67,97.775,97.52,97.69,2235.0
2015-04-30,97.695,98.1,97.695,97.955,3925.0
2015-05-04,97.91,97.91,97.54,97.6,2688.0
2015-05-05,97.51,97.675,97.485,97.505,3812.0
2015-05-06,97.42,97.47,97.065,97.155,5874.0
2015-05-07,97.145,97.37,97.095,97.2,3897.0
2015-05-08,97.3,97.615,97.29,97.45,3756.0
2015-05-11,97.41,97.5,96.5,97.32,4854.0
2015-05-12,97.31,97.46,96.88,96.99,3199.0
2015-05-13,97.02,97.35,96.965,97.225,4272.0
2015-05-14,97.42,97.53,97.005,97.1,3794.0
2015-05-15,97.15,97.345,97.125,97.185,2400.0
2015-05-18,97.2,97.29,96.675,96.705,5051.0
2015-05-19,96.695,96.84,96.475,96.56,3680.0
2015-05-20,96.565,96.915,96.55,96.88,2667.0
2015-05-21,96.9,96.9,96.47,96.675,2358.0
2015-05-22,96.67,96.81,96.67,96.74,1866.0
2015-05-25,96.7,96.825,96.465,96.52,1849.0
2015-05-26,96.505,96.505,95.21,95.66,5483.0
2015-05-27,95.67,95.965,95.58,95.8,3064.0
2015-05-28,95.65,95.74,94.81,95.0,4455.0
2015-05-29,95.08,95.145,94.835,94.92,3040.0
2015-06-01,94.935,94.96,93.9,94.215,6745.0
2015-06-02,94.58,95.1,94.415,94.99,5862.0
2015-06-03,94.88,95.4,94.655,95.06,4222.0
2015-06-04,95.07,95.265,94.555,94.91,3583.0
2015-06-05,94.98,95.37,94.97,95.3,3191.0
2015-06-08,95.205,95.62,95.19,95.56,2907.0
2015-06-09,95.54,95.68,95.38,95.475,2655.0
2015-06-10,95.435,95.435,94.92,94.98,3430.0
2015-06-11,94.98,95.055,94.775,94.83,2901.0
2015-06-12,94.845,95.05,94.515,94.62,3902.0
2015-06-15,94.55,94.62,94.2,94.205,2210.0
2015-06-16,94.295,95.135,94.26,95.13,5417.0
2015-06-17,95.1,95.2,94.7,94.96,2832.0
2015-06-18,95.0,95.41,94.915,95.25,2793.0
2015-06-19,95.25,95.37,94.82,95.02,2432.0
2015-06-23,94.895,95.03,94.58,94.91,2443.0
2015-06-24,94.9,94.98,94.705,94.885,1428.0
2015-06-25,94.78,95.305,94.7,94.8,3771.0
2015-06-26,94.8,94.945,94.63,94.715,3073.0
2015-06-29,95.01,95.05,94.385,94.535,4982.0
2015-06-30,94.6,94.955,94.54,94.755,2107.0
2015-07-01,94.82,94.865,94.595,94.645,1235.0
2015-07-02,94.65,94.695,94.365,94.61,1291.0
2015-07-03,94.7,95.27,94.65,95.22,3612.0
2015-07-06,95.5,96.05,95.31,95.92,3811.0
2015-07-07,96.18,96.38,95.975,96.28,3236.0
2015-07-08,96.48,96.98,95.34,95.8,8839.0
2015-07-09,95.86,96.58,95.72,96.15,4365.0
