,open,high,low,close,volume
2014-02-28,10680.0,10720.0,10604.0,10657.0,97582.0
2014-03-03,10696.0,10790.0,10602.0,10632.0,44726.0
2014-03-04,10310.0,10330.0,10256.0,10306.0,39938.0
2014-03-05,10359.0,10360.0,10262.0,10299.0,17656.0
2014-03-06,10270.0,10290.0,10071.0,10166.0,71074.0
2014-03-07,10200.0,10200.0,10129.0,10175.0,45330.0
2014-03-10,10025.0,10150.0,10000.0,10077.0,79360.0
2014-03-11,10096.0,10350.0,10050.0,10180.0,69412.0
2014-03-12,10090.0,10193.0,10061.0,10191.0,46214.0
2014-03-13,10200.0,10236.0,10165.0,10209.0,25802.0
2014-03-14,10200.0,10210.0,10120.0,10171.0,45528.0
2014-03-17,10165.0,10290.0,10140.0,10171.0,26120.0
2014-03-18,10125.0,10290.0,10125.0,10284.0,56886.0
2014-03-19,10300.0,10348.0,10214.0,10214.0,36210.0
2014-03-20,10220.0,10260.0,10195.0,10240.0,25118.0
2014-03-21,10206.0,10295.0,10202.0,10285.0,23768.0
2014-03-24,10280.0,10324.0,10241.0,10310.0,24834.0
2014-03-25,10315.0,10436.0,10290.0,10406.0,52928.0
2014-03-26,10389.0,10560.0,10385.0,10527.0,118820.0
2014-03-27,10530.0,10530.0,10474.0,10492.0,46228.0
2014-03-28,10500.0,10625.0,10492.0,10620.0,75226.0
2014-03-31,10618.0,10650.0,10563.0,10582.0,41398.0
2014-04-01,10590.0,10724.0,10555.0,10705.0,100028.0
2014-04-02,10681.0,10707.0,10650.0,10672.0,48420.0
2014-04-03,10680.0,10705.0,10606.0,10685.0,70136.0
2014-04-04,10685.0,10832.0,10685.0,10818.0,94598.0
2014-04-08,10810.0,10838.0,10725.0,10756.0,71994.0
2014-04-09,10790.0,10790.0,10660.0,10733.0,86312.0
2014-04-10,10750.0,10805.0,10682.0,10682.0,75362.0
2014-04-11,10670.0,10720.0,10619.0,10701.0,62548.0
2014-04-14,10750.0,10774.0,10680.0,10758.0,73712.0
2014-04-15,10766.0,10826.0,10728.0,10793.0,89442.0
2014-04-16,10783.0,10806.0,10746.0,10772.0,54288.0
2014-04-17,10770.0,10900.0,10760.0,10875.0,114016.0
2014-04-18,10886.0,10887.0,10792.0,10874.0,80578.0
2014-04-21,10875.0,10938.0,10834.0,10887.0,54852.0
2014-04-22,10890.0,11040.0,10861.0,10975.0,145848.0
2014-04-23,10985.0,10986.0,10867.0,10925.0,90662.0
2014-04-24,10924.0,10949.0,10815.0,10893.0,125438.0
2014-04-25,10900.0,10919.0,10685.0,10703.0,126660.0
2014-04-28,10710.0,10728.0,10660.0,10706.0,67444.0
2014-04-29,10700.0,10770.0,10656.0,10758.0,90210.0
2014-04-30,10762.0,10775.0,10713.0,10747.0,79484.0
2014-05-05,10750.0,10848.0,10675.0,10847.0,125622.0
2014-05-06,10832.0,10890.0,10808.0,10850.0,133100.0
2014-05-07,10850.0,10965.0,10823.0,10932.0,171048.0
2014-05-08,10955.0,10955.0,10843.0,10872.0,91622.0
2014-05-09,10884.0,10884.0,10750.0,10771.0,102862.0
2014-05-12,10790.0,10830.0,10714.0,10751.0,125740.0
2014-05-13,10773.0,10786.0,10725.0,10780.0,82388.0
2014-05-14,10810.0,10815.0,10718.0,10752.0,91380.0
2014-05-15,10740.0,10740.0,10667.0,10676.0,111384.0
2014-05-16,10665.0,10692.0,10600.0,10691.0,113124.0
2014-05-19,10688.0,10750.0,10640.0,10697.0,115126.0
2014-05-20,10680.0,10705.0,10623.0,10695.0,95388.0
2014-05-21,10681.0,10790.0,10655.0,10765.0,155160.0
2014-05-22,10765.0,10926.0,10755.0,10922.0,161550.0
2014-05-23,10914.0,11050.0,10883.0,11039.0,222240.0
2014-05-26,11038.0,11081.0,10967.0,11056.0,163006.0
